# Renewables.ninja Solar PV (Point API) - 52.463, -1.994 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""52.46348915344535"""," ""lon"": ""-1.9943627498566803"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""125"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
31/01/2019 04:00,31/01/2019 04:00,0,0,0,-2.823,,,,,,,,,,,,,
31/01/2019 05:00,31/01/2019 05:00,0,0,0,-2.881,,,,,,,,,,,,,
31/01/2019 06:00,31/01/2019 06:00,0,0,0,-2.737,,,,,,,,,,,,,
31/01/2019 07:00,31/01/2019 07:00,0,0.001,0.001,-2.578,,,,,,,,,,,,,
31/01/2019 08:00,31/01/2019 08:00,0.047,0.028,0.034,-2.168,,,,,,,,,,,,,
31/01/2019 09:00,31/01/2019 09:00,0.116,0.05,0.082,-1.261,,,,,,,,,,,,,
31/01/2019 10:00,31/01/2019 10:00,0.173,0.07,0.12,-0.19,,,,,,,,,,,,,
31/01/2019 11:00,31/01/2019 11:00,0.185,0.064,0.14,0.733,,,,,,,,,,,,,
31/01/2019 12:00,31/01/2019 12:00,0.123,0.021,0.12,1.16,,,,,,,,,,,,,
31/01/2019 13:00,31/01/2019 13:00,0.07,0.005,0.081,1.221,,,,,,,,,,,,,
31/01/2019 14:00,31/01/2019 14:00,0.03,0.001,0.043,0.977,,,,,,,,,,,,,
31/01/2019 15:00,31/01/2019 15:00,0.009,0,0.019,0.54,,,,,,,,,,,,,
31/01/2019 16:00,31/01/2019 16:00,0,0,0.002,0.05,,,,,,,,,,,,,
31/01/2019 17:00,31/01/2019 17:00,0,0,0,-0.182,,,,,,,,,,,,,
31/01/2019 18:00,31/01/2019 18:00,0,0,0,-0.463,,,,,,,,,,,,,
31/01/2019 19:00,31/01/2019 19:00,0,0,0,-0.708,,,,,,,,,,,,,
31/01/2019 20:00,31/01/2019 20:00,0,0,0,-0.876,,,,,,,,,,,,,
31/01/2019 21:00,31/01/2019 21:00,0,0,0,-0.971,,,,,,,,,,,,,
31/01/2019 22:00,31/01/2019 22:00,0,0,0,-0.953,,,,,,,,,,,,,
31/01/2019 23:00,31/01/2019 23:00,0,0,0,-0.915,,,,,,,,,,,,,
01/02/2019 00:00,01/02/2019 00:00,0,0,0,-0.879,,,,,,,,,,,,,
01/02/2019 01:00,01/02/2019 01:00,0,0,0,-0.905,,,,,,,,,,,,,
01/02/2019 02:00,01/02/2019 02:00,0,0,0,-0.884,,,,,,,,,,,,,
01/02/2019 03:00,01/02/2019 03:00,0,0,0,-0.774,,,,,,,,,,,,,
01/02/2019 04:00,01/02/2019 04:00,0,0,0,-0.59,,,,,,,,,,,,,
01/02/2019 05:00,01/02/2019 05:00,0,0,0,-0.49,,,,,,,,,,,,,
01/02/2019 06:00,01/02/2019 06:00,0,0,0,-0.398,,,,,,,,,,,,,
01/02/2019 07:00,01/02/2019 07:00,0,0,0.001,-0.27,,,,,,,,,,,,,
01/02/2019 08:00,01/02/2019 08:00,0.02,0.008,0.024,0.105,,,,,,,,,,,,,
01/02/2019 09:00,01/02/2019 09:00,0.071,0.02,0.068,0.628,,,,,,,,,,,,,
01/02/2019 10:00,01/02/2019 10:00,0.134,0.04,0.112,1.29,,,,,,,,,,,,,
01/02/2019 11:00,01/02/2019 11:00,0.153,0.04,0.132,1.849,,,,,,,,,,,,,
01/02/2019 12:00,01/02/2019 12:00,0.133,0.025,0.126,2.101,,,,,,,,,,,,,
01/02/2019 13:00,01/02/2019 13:00,0.102,0.013,0.106,2.098,,,,,,,,,,,,,
01/02/2019 14:00,01/02/2019 14:00,0.062,0.005,0.074,1.811,,,,,,,,,,,,,
01/02/2019 15:00,01/02/2019 15:00,0.022,0,0.035,1.301,,,,,,,,,,,,,
01/02/2019 16:00,01/02/2019 16:00,0,0,0.004,0.653,,,,,,,,,,,,,
01/02/2019 17:00,01/02/2019 17:00,0,0,0,0.085,,,,,,,,,,,,,
01/02/2019 18:00,01/02/2019 18:00,0,0,0,-0.304,,,,,,,,,,,,,
01/02/2019 19:00,01/02/2019 19:00,0,0,0,-0.564,,,,,,,,,,,,,
01/02/2019 20:00,01/02/2019 20:00,0,0,0,-0.833,,,,,,,,,,,,,
01/02/2019 21:00,01/02/2019 21:00,0,0,0,-1.048,,,,,,,,,,,,,
01/02/2019 22:00,01/02/2019 22:00,0,0,0,-1.323,,,,,,,,,,,,,
01/02/2019 23:00,01/02/2019 23:00,0,0,0,-1.476,,,,,,,,,,,,,
02/02/2019 00:00,02/02/2019 00:00,0,0,0,-1.618,,,,,,,,,,,,,
02/02/2019 01:00,02/02/2019 01:00,0,0,0,-1.646,,,,,,,,,,,,,
02/02/2019 02:00,02/02/2019 02:00,0,0,0,-1.638,,,,,,,,,,,,,
02/02/2019 03:00,02/02/2019 03:00,0,0,0,-1.75,,,,,,,,,,,,,
02/02/2019 04:00,02/02/2019 04:00,0,0,0,-1.775,,,,,,,,,,,,,
02/02/2019 05:00,02/02/2019 05:00,0,0,0,-1.561,,,,,,,,,,,,,
02/02/2019 06:00,02/02/2019 06:00,0,0,0,-1.63,,,,,,,,,,,,,
02/02/2019 07:00,02/02/2019 07:00,0,0.002,0.001,-1.818,,,,,,,,,,,,,
02/02/2019 08:00,02/02/2019 08:00,0.059,0.04,0.035,-1.222,,,,,,,,,,,,,
02/02/2019 09:00,02/02/2019 09:00,0.28,0.22,0.081,-0.06,,,,,,,,,,,,,
02/02/2019 10:00,02/02/2019 10:00,0.389,0.327,0.095,1.321,,,,,,,,,,,,,
02/02/2019 11:00,02/02/2019 11:00,0.414,0.354,0.098,2.366,,,,,,,,,,,,,
02/02/2019 12:00,02/02/2019 12:00,0.384,0.327,0.093,2.969,,,,,,,,,,,,,
02/02/2019 13:00,02/02/2019 13:00,0.275,0.208,0.093,3.149,,,,,,,,,,,,,
02/02/2019 14:00,02/02/2019 14:00,0.139,0.069,0.089,2.828,,,,,,,,,,,,,
02/02/2019 15:00,02/02/2019 15:00,0.043,0.004,0.055,1.946,,,,,,,,,,,,,
02/02/2019 16:00,02/02/2019 16:00,0.001,0,0.007,0.373,,,,,,,,,,,,,
02/02/2019 17:00,02/02/2019 17:00,0,0,0,-0.841,,,,,,,,,,,,,
02/02/2019 18:00,02/02/2019 18:00,0,0,0,-1.735,,,,,,,,,,,,,
02/02/2019 19:00,02/02/2019 19:00,0,0,0,-2.156,,,,,,,,,,,,,
02/02/2019 20:00,02/02/2019 20:00,0,0,0,-2.544,,,,,,,,,,,,,
02/02/2019 21:00,02/02/2019 21:00,0,0,0,-2.816,,,,,,,,,,,,,
02/02/2019 22:00,02/02/2019 22:00,0,0,0,-3.13,,,,,,,,,,,,,
02/02/2019 23:00,02/02/2019 23:00,0,0,0,-3.457,,,,,,,,,,,,,
03/02/2019 00:00,03/02/2019 00:00,0,0,0,-3.688,,,,,,,,,,,,,
03/02/2019 01:00,03/02/2019 01:00,0,0,0,-3.763,,,,,,,,,,,,,
03/02/2019 02:00,03/02/2019 02:00,0,0,0,-3.745,,,,,,,,,,,,,
03/02/2019 03:00,03/02/2019 03:00,0,0,0,-3.73,,,,,,,,,,,,,
03/02/2019 04:00,03/02/2019 04:00,0,0,0,-3.737,,,,,,,,,,,,,
03/02/2019 05:00,03/02/2019 05:00,0,0,0,-3.695,,,,,,,,,,,,,
03/02/2019 06:00,03/02/2019 06:00,0,0,0,-3.584,,,,,,,,,,,,,
03/02/2019 07:00,03/02/2019 07:00,0.003,0.008,0.003,-3.387,,,,,,,,,,,,,
03/02/2019 08:00,03/02/2019 08:00,0.243,0.218,0.043,-1.479,,,,,,,,,,,,,
03/02/2019 09:00,03/02/2019 09:00,0.199,0.129,0.089,0.247,,,,,,,,,,,,,
03/02/2019 10:00,03/02/2019 10:00,0.115,0.034,0.099,1.138,,,,,,,,,,,,,
03/02/2019 11:00,03/02/2019 11:00,0.188,0.072,0.137,2.409,,,,,,,,,,,,,
03/02/2019 12:00,03/02/2019 12:00,0.202,0.085,0.14,3.466,,,,,,,,,,,,,
03/02/2019 13:00,03/02/2019 13:00,0.218,0.118,0.123,4.172,,,,,,,,,,,,,
03/02/2019 14:00,03/02/2019 14:00,0.137,0.06,0.097,4.267,,,,,,,,,,,,,
03/02/2019 15:00,03/02/2019 15:00,0.043,0.003,0.056,3.555,,,,,,,,,,,,,
03/02/2019 16:00,03/02/2019 16:00,0.001,0,0.007,2.412,,,,,,,,,,,,,
03/02/2019 17:00,03/02/2019 17:00,0,0,0,2.198,,,,,,,,,,,,,
03/02/2019 18:00,03/02/2019 18:00,0,0,0,2.295,,,,,,,,,,,,,
03/02/2019 19:00,03/02/2019 19:00,0,0,0,2.118,,,,,,,,,,,,,
03/02/2019 20:00,03/02/2019 20:00,0,0,0,1.842,,,,,,,,,,,,,
03/02/2019 21:00,03/02/2019 21:00,0,0,0,1.566,,,,,,,,,,,,,
03/02/2019 22:00,03/02/2019 22:00,0,0,0,1.486,,,,,,,,,,,,,
03/02/2019 23:00,03/02/2019 23:00,0,0,0,1.84,,,,,,,,,,,,,
04/02/2019 00:00,04/02/2019 00:00,0,0,0,2.545,,,,,,,,,,,,,
04/02/2019 01:00,04/02/2019 01:00,0,0,0,3.111,,,,,,,,,,,,,
04/02/2019 02:00,04/02/2019 02:00,0,0,0,3.524,,,,,,,,,,,,,
04/02/2019 03:00,04/02/2019 03:00,0,0,0,3.734,,,,,,,,,,,,,
04/02/2019 04:00,04/02/2019 04:00,0,0,0,3.758,,,,,,,,,,,,,
04/02/2019 05:00,04/02/2019 05:00,0,0,0,3.621,,,,,,,,,,,,,
04/02/2019 06:00,04/02/2019 06:00,0,0,0,3.743,,,,,,,,,,,,,
04/02/2019 07:00,04/02/2019 07:00,0,0,0,3.929,,,,,,,,,,,,,
04/02/2019 08:00,04/02/2019 08:00,0.004,0.001,0.01,3.885,,,,,,,,,,,,,
04/02/2019 09:00,04/02/2019 09:00,0.039,0.007,0.048,4.464,,,,,,,,,,,,,
04/02/2019 10:00,04/02/2019 10:00,0.121,0.035,0.107,5.699,,,,,,,,,,,,,
04/02/2019 11:00,04/02/2019 11:00,0.265,0.153,0.143,7.142,,,,,,,,,,,,,
04/02/2019 12:00,04/02/2019 12:00,0.339,0.258,0.121,7.996,,,,,,,,,,,,,
04/02/2019 13:00,04/02/2019 13:00,0.251,0.169,0.113,7.866,,,,,,,,,,,,,
04/02/2019 14:00,04/02/2019 14:00,0.148,0.075,0.096,7.401,,,,,,,,,,,,,
04/02/2019 15:00,04/02/2019 15:00,0.05,0.006,0.061,6.013,,,,,,,,,,,,,
04/02/2019 16:00,04/02/2019 16:00,0.003,0,0.01,3.244,,,,,,,,,,,,,
04/02/2019 17:00,04/02/2019 17:00,0,0,0,2.274,,,,,,,,,,,,,
04/02/2019 18:00,04/02/2019 18:00,0,0,0,2.181,,,,,,,,,,,,,
04/02/2019 19:00,04/02/2019 19:00,0,0,0,2.163,,,,,,,,,,,,,
04/02/2019 20:00,04/02/2019 20:00,0,0,0,1.978,,,,,,,,,,,,,
04/02/2019 21:00,04/02/2019 21:00,0,0,0,1.655,,,,,,,,,,,,,
04/02/2019 22:00,04/02/2019 22:00,0,0,0,1.742,,,,,,,,,,,,,
04/02/2019 23:00,04/02/2019 23:00,0,0,0,1.818,,,,,,,,,,,,,
05/02/2019 00:00,05/02/2019 00:00,0,0,0,1.427,,,,,,,,,,,,,
05/02/2019 01:00,05/02/2019 01:00,0,0,0,0.654,,,,,,,,,,,,,
05/02/2019 02:00,05/02/2019 02:00,0,0,0,0.411,,,,,,,,,,,,,
05/02/2019 03:00,05/02/2019 03:00,0,0,0,-0.107,,,,,,,,,,,,,
05/02/2019 04:00,05/02/2019 04:00,0,0,0,0.002,,,,,,,,,,,,,
05/02/2019 05:00,05/02/2019 05:00,0,0,0,-0.23,,,,,,,,,,,,,
05/02/2019 06:00,05/02/2019 06:00,0,0,0,-0.18,,,,,,,,,,,,,
05/02/2019 07:00,05/02/2019 07:00,0,0,0.001,0.254,,,,,,,,,,,,,
05/02/2019 08:00,05/02/2019 08:00,0.008,0.002,0.016,1.311,,,,,,,,,,,,,
05/02/2019 09:00,05/02/2019 09:00,0.02,0.002,0.031,2.749,,,,,,,,,,,,,
05/02/2019 10:00,05/02/2019 10:00,0.038,0.002,0.051,4.085,,,,,,,,,,,,,
05/02/2019 11:00,05/02/2019 11:00,0.055,0.003,0.069,5.202,,,,,,,,,,,,,
05/02/2019 12:00,05/02/2019 12:00,0.062,0.003,0.077,5.967,,,,,,,,,,,,,
05/02/2019 13:00,05/02/2019 13:00,0.046,0.002,0.061,6.214,,,,,,,,,,,,,
05/02/2019 14:00,05/02/2019 14:00,0.02,0,0.033,6.12,,,,,,,,,,,,,
05/02/2019 15:00,05/02/2019 15:00,0.007,0,0.017,5.935,,,,,,,,,,,,,
05/02/2019 16:00,05/02/2019 16:00,0,0,0.002,5.696,,,,,,,,,,,,,
05/02/2019 17:00,05/02/2019 17:00,0,0,0,5.656,,,,,,,,,,,,,
05/02/2019 18:00,05/02/2019 18:00,0,0,0,5.973,,,,,,,,,,,,,
05/02/2019 19:00,05/02/2019 19:00,0,0,0,6.491,,,,,,,,,,,,,
05/02/2019 20:00,05/02/2019 20:00,0,0,0,7.172,,,,,,,,,,,,,
05/02/2019 21:00,05/02/2019 21:00,0,0,0,7.613,,,,,,,,,,,,,
05/02/2019 22:00,05/02/2019 22:00,0,0,0,7.803,,,,,,,,,,,,,
05/02/2019 23:00,05/02/2019 23:00,0,0,0,8.126,,,,,,,,,,,,,
06/02/2019 00:00,06/02/2019 00:00,0,0,0,8.072,,,,,,,,,,,,,
06/02/2019 01:00,06/02/2019 01:00,0,0,0,7.262,,,,,,,,,,,,,
06/02/2019 02:00,06/02/2019 02:00,0,0,0,6.227,,,,,,,,,,,,,
06/02/2019 03:00,06/02/2019 03:00,0,0,0,4.775,,,,,,,,,,,,,
06/02/2019 04:00,06/02/2019 04:00,0,0,0,3.661,,,,,,,,,,,,,
06/02/2019 05:00,06/02/2019 05:00,0,0,0,3.334,,,,,,,,,,,,,
06/02/2019 06:00,06/02/2019 06:00,0,0,0,3.232,,,,,,,,,,,,,
06/02/2019 07:00,06/02/2019 07:00,0,0.001,0.002,3.123,,,,,,,,,,,,,
06/02/2019 08:00,06/02/2019 08:00,0.018,0.005,0.026,3.774,,,,,,,,,,,,,
06/02/2019 09:00,06/02/2019 09:00,0.039,0.005,0.05,4.296,,,,,,,,,,,,,
06/02/2019 10:00,06/02/2019 10:00,0.06,0.006,0.071,4.823,,,,,,,,,,,,,
06/02/2019 11:00,06/02/2019 11:00,0.079,0.007,0.09,5.678,,,,,,,,,,,,,
06/02/2019 12:00,06/02/2019 12:00,0.129,0.019,0.132,6.733,,,,,,,,,,,,,
06/02/2019 13:00,06/02/2019 13:00,0.105,0.012,0.114,7.227,,,,,,,,,,,,,
06/02/2019 14:00,06/02/2019 14:00,0.052,0.003,0.067,7.009,,,,,,,,,,,,,
06/02/2019 15:00,06/02/2019 15:00,0.018,0,0.031,6.159,,,,,,,,,,,,,
06/02/2019 16:00,06/02/2019 16:00,0.001,0,0.007,5.211,,,,,,,,,,,,,
06/02/2019 17:00,06/02/2019 17:00,0,0,0,4.849,,,,,,,,,,,,,
06/02/2019 18:00,06/02/2019 18:00,0,0,0,4.838,,,,,,,,,,,,,
06/02/2019 19:00,06/02/2019 19:00,0,0,0,4.622,,,,,,,,,,,,,
06/02/2019 20:00,06/02/2019 20:00,0,0,0,4.604,,,,,,,,,,,,,
06/02/2019 21:00,06/02/2019 21:00,0,0,0,4.6,,,,,,,,,,,,,
06/02/2019 22:00,06/02/2019 22:00,0,0,0,4.479,,,,,,,,,,,,,
06/02/2019 23:00,06/02/2019 23:00,0,0,0,4.14,,,,,,,,,,,,,
07/02/2019 00:00,07/02/2019 00:00,0,0,0,3.774,,,,,,,,,,,,,
07/02/2019 01:00,07/02/2019 01:00,0,0,0,3.922,,,,,,,,,,,,,
07/02/2019 02:00,07/02/2019 02:00,0,0,0,4.741,,,,,,,,,,,,,
07/02/2019 03:00,07/02/2019 03:00,0,0,0,5.135,,,,,,,,,,,,,
07/02/2019 04:00,07/02/2019 04:00,0,0,0,4.639,,,,,,,,,,,,,
07/02/2019 05:00,07/02/2019 05:00,0,0,0,4.226,,,,,,,,,,,,,
07/02/2019 06:00,07/02/2019 06:00,0,0,0,4.13,,,,,,,,,,,,,
07/02/2019 07:00,07/02/2019 07:00,0,0.001,0.002,4.207,,,,,,,,,,,,,
07/02/2019 08:00,07/02/2019 08:00,0.014,0.004,0.022,4.475,,,,,,,,,,,,,
07/02/2019 09:00,07/02/2019 09:00,0.041,0.006,0.05,4.942,,,,,,,,,,,,,
07/02/2019 10:00,07/02/2019 10:00,0.062,0.007,0.072,5.453,,,,,,,,,,,,,
07/02/2019 11:00,07/02/2019 11:00,0.095,0.013,0.102,5.995,,,,,,,,,,,,,
07/02/2019 12:00,07/02/2019 12:00,0.153,0.037,0.139,6.567,,,,,,,,,,,,,
07/02/2019 13:00,07/02/2019 13:00,0.247,0.144,0.132,7.155,,,,,,,,,,,,,
07/02/2019 14:00,07/02/2019 14:00,0.168,0.095,0.097,7.268,,,,,,,,,,,,,
07/02/2019 15:00,07/02/2019 15:00,0.06,0.011,0.066,6.655,,,,,,,,,,,,,
07/02/2019 16:00,07/02/2019 16:00,0.005,0,0.014,5.184,,,,,,,,,,,,,
07/02/2019 17:00,07/02/2019 17:00,0,0,0,3.98,,,,,,,,,,,,,
07/02/2019 18:00,07/02/2019 18:00,0,0,0,3.465,,,,,,,,,,,,,
07/02/2019 19:00,07/02/2019 19:00,0,0,0,3.217,,,,,,,,,,,,,
07/02/2019 20:00,07/02/2019 20:00,0,0,0,3.307,,,,,,,,,,,,,
07/02/2019 21:00,07/02/2019 21:00,0,0,0,3.653,,,,,,,,,,,,,
07/02/2019 22:00,07/02/2019 22:00,0,0,0,4.111,,,,,,,,,,,,,
07/02/2019 23:00,07/02/2019 23:00,0,0,0,4.509,,,,,,,,,,,,,
08/02/2019 00:00,08/02/2019 00:00,0,0,0,5.035,,,,,,,,,,,,,
08/02/2019 01:00,08/02/2019 01:00,0,0,0,5.444,,,,,,,,,,,,,
08/02/2019 02:00,08/02/2019 02:00,0,0,0,5.784,,,,,,,,,,,,,
08/02/2019 03:00,08/02/2019 03:00,0,0,0,6.068,,,,,,,,,,,,,
08/02/2019 04:00,08/02/2019 04:00,0,0,0,6.35,,,,,,,,,,,,,
08/02/2019 05:00,08/02/2019 05:00,0,0,0,6.685,,,,,,,,,,,,,
08/02/2019 06:00,08/02/2019 06:00,0,0,0,7.139,,,,,,,,,,,,,
08/02/2019 07:00,08/02/2019 07:00,0,0,0.001,7.583,,,,,,,,,,,,,
08/02/2019 08:00,08/02/2019 08:00,0.003,0.001,0.01,8.025,,,,,,,,,,,,,
08/02/2019 09:00,08/02/2019 09:00,0.012,0.001,0.023,8.477,,,,,,,,,,,,,
08/02/2019 10:00,08/02/2019 10:00,0.027,0.002,0.041,8.935,,,,,,,,,,,,,
08/02/2019 11:00,08/02/2019 11:00,0.049,0.003,0.064,9.452,,,,,,,,,,,,,
08/02/2019 12:00,08/02/2019 12:00,0.049,0.002,0.065,9.846,,,,,,,,,,,,,
08/02/2019 13:00,08/02/2019 13:00,0.06,0.003,0.075,10.003,,,,,,,,,,,,,
08/02/2019 14:00,08/02/2019 14:00,0.113,0.02,0.116,9.853,,,,,,,,,,,,,
08/02/2019 15:00,08/02/2019 15:00,0.063,0.007,0.075,8.897,,,,,,,,,,,,,
08/02/2019 16:00,08/02/2019 16:00,0.007,0,0.016,7.377,,,,,,,,,,,,,
08/02/2019 17:00,08/02/2019 17:00,0,0,0,6.416,,,,,,,,,,,,,
08/02/2019 18:00,08/02/2019 18:00,0,0,0,6.125,,,,,,,,,,,,,
08/02/2019 19:00,08/02/2019 19:00,0,0,0,5.956,,,,,,,,,,,,,
08/02/2019 20:00,08/02/2019 20:00,0,0,0,5.791,,,,,,,,,,,,,
08/02/2019 21:00,08/02/2019 21:00,0,0,0,5.717,,,,,,,,,,,,,
08/02/2019 22:00,08/02/2019 22:00,0,0,0,5.549,,,,,,,,,,,,,
08/02/2019 23:00,08/02/2019 23:00,0,0,0,5.006,,,,,,,,,,,,,
09/02/2019 00:00,09/02/2019 00:00,0,0,0,4.483,,,,,,,,,,,,,
09/02/2019 01:00,09/02/2019 01:00,0,0,0,4.22,,,,,,,,,,,,,
09/02/2019 02:00,09/02/2019 02:00,0,0,0,4.236,,,,,,,,,,,,,
09/02/2019 03:00,09/02/2019 03:00,0,0,0,4.456,,,,,,,,,,,,,
09/02/2019 04:00,09/02/2019 04:00,0,0,0,4.691,,,,,,,,,,,,,
09/02/2019 05:00,09/02/2019 05:00,0,0,0,4.85,,,,,,,,,,,,,
09/02/2019 06:00,09/02/2019 06:00,0,0,0,4.993,,,,,,,,,,,,,
09/02/2019 07:00,09/02/2019 07:00,0.004,0.008,0.005,5.08,,,,,,,,,,,,,
09/02/2019 08:00,09/02/2019 08:00,0.157,0.125,0.054,5.507,,,,,,,,,,,,,
09/02/2019 09:00,09/02/2019 09:00,0.326,0.274,0.088,6.308,,,,,,,,,,,,,
09/02/2019 10:00,09/02/2019 10:00,0.411,0.358,0.102,7.141,,,,,,,,,,,,,
09/02/2019 11:00,09/02/2019 11:00,0.434,0.384,0.105,7.825,,,,,,,,,,,,,
09/02/2019 12:00,09/02/2019 12:00,0.382,0.32,0.109,8.202,,,,,,,,,,,,,
09/02/2019 13:00,09/02/2019 13:00,0.226,0.126,0.128,8.061,,,,,,,,,,,,,
09/02/2019 14:00,09/02/2019 14:00,0.122,0.036,0.108,7.597,,,,,,,,,,,,,
09/02/2019 15:00,09/02/2019 15:00,0.047,0.003,0.061,6.884,,,,,,,,,,,,,
09/02/2019 16:00,09/02/2019 16:00,0.004,0,0.012,5.907,,,,,,,,,,,,,
09/02/2019 17:00,09/02/2019 17:00,0,0,0,5.025,,,,,,,,,,,,,
09/02/2019 18:00,09/02/2019 18:00,0,0,0,4.545,,,,,,,,,,,,,
09/02/2019 19:00,09/02/2019 19:00,0,0,0,4.569,,,,,,,,,,,,,
09/02/2019 20:00,09/02/2019 20:00,0,0,0,4.784,,,,,,,,,,,,,
09/02/2019 21:00,09/02/2019 21:00,0,0,0,4.922,,,,,,,,,,,,,
09/02/2019 22:00,09/02/2019 22:00,0,0,0,4.926,,,,,,,,,,,,,
09/02/2019 23:00,09/02/2019 23:00,0,0,0,4.814,,,,,,,,,,,,,
10/02/2019 00:00,10/02/2019 00:00,0,0,0,4.652,,,,,,,,,,,,,
10/02/2019 01:00,10/02/2019 01:00,0,0,0,4.524,,,,,,,,,,,,,
10/02/2019 02:00,10/02/2019 02:00,0,0,0,4.422,,,,,,,,,,,,,
10/02/2019 03:00,10/02/2019 03:00,0,0,0,4.143,,,,,,,,,,,,,
10/02/2019 04:00,10/02/2019 04:00,0,0,0,3.829,,,,,,,,,,,,,
10/02/2019 05:00,10/02/2019 05:00,0,0,0,3.547,,,,,,,,,,,,,
10/02/2019 06:00,10/02/2019 06:00,0,0,0,3.141,,,,,,,,,,,,,
10/02/2019 07:00,10/02/2019 07:00,0,0.001,0.002,2.738,,,,,,,,,,,,,
10/02/2019 08:00,10/02/2019 08:00,0.02,0.006,0.027,2.8,,,,,,,,,,,,,
10/02/2019 09:00,10/02/2019 09:00,0.058,0.011,0.063,3.464,,,,,,,,,,,,,
10/02/2019 10:00,10/02/2019 10:00,0.108,0.023,0.104,4.487,,,,,,,,,,,,,
10/02/2019 11:00,10/02/2019 11:00,0.22,0.091,0.154,5.469,,,,,,,,,,,,,
10/02/2019 12:00,10/02/2019 12:00,0.313,0.202,0.145,6.096,,,,,,,,,,,,,
10/02/2019 13:00,10/02/2019 13:00,0.28,0.192,0.118,6.288,,,,,,,,,,,,,
10/02/2019 14:00,10/02/2019 14:00,0.183,0.112,0.094,6.109,,,,,,,,,,,,,
10/02/2019 15:00,10/02/2019 15:00,0.065,0.013,0.07,5.433,,,,,,,,,,,,,
10/02/2019 16:00,10/02/2019 16:00,0.007,0,0.017,4.168,,,,,,,,,,,,,
10/02/2019 17:00,10/02/2019 17:00,0,0,0,3.197,,,,,,,,,,,,,
10/02/2019 18:00,10/02/2019 18:00,0,0,0,2.494,,,,,,,,,,,,,
10/02/2019 19:00,10/02/2019 19:00,0,0,0,1.869,,,,,,,,,,,,,
10/02/2019 20:00,10/02/2019 20:00,0,0,0,1.705,,,,,,,,,,,,,
10/02/2019 21:00,10/02/2019 21:00,0,0,0,1.988,,,,,,,,,,,,,
10/02/2019 22:00,10/02/2019 22:00,0,0,0,2.36,,,,,,,,,,,,,
10/02/2019 23:00,10/02/2019 23:00,0,0,0,2.83,,,,,,,,,,,,,
11/02/2019 00:00,11/02/2019 00:00,0,0,0,3.124,,,,,,,,,,,,,
11/02/2019 01:00,11/02/2019 01:00,0,0,0,3.163,,,,,,,,,,,,,
11/02/2019 02:00,11/02/2019 02:00,0,0,0,3.107,,,,,,,,,,,,,
11/02/2019 03:00,11/02/2019 03:00,0,0,0,2.444,,,,,,,,,,,,,
11/02/2019 04:00,11/02/2019 04:00,0,0,0,2.288,,,,,,,,,,,,,
11/02/2019 05:00,11/02/2019 05:00,0,0,0,2.421,,,,,,,,,,,,,
11/02/2019 06:00,11/02/2019 06:00,0,0,0,2.311,,,,,,,,,,,,,
11/02/2019 07:00,11/02/2019 07:00,0.012,0.015,0.007,2.269,,,,,,,,,,,,,
11/02/2019 08:00,11/02/2019 08:00,0.208,0.176,0.054,3.415,,,,,,,,,,,,,
11/02/2019 09:00,11/02/2019 09:00,0.362,0.316,0.082,4.835,,,,,,,,,,,,,
11/02/2019 10:00,11/02/2019 10:00,0.467,0.437,0.088,6.485,,,,,,,,,,,,,
11/02/2019 11:00,11/02/2019 11:00,0.483,0.459,0.088,7.488,,,,,,,,,,,,,
11/02/2019 12:00,11/02/2019 12:00,0.403,0.36,0.093,8.033,,,,,,,,,,,,,
11/02/2019 13:00,11/02/2019 13:00,0.342,0.309,0.074,8.316,,,,,,,,,,,,,
11/02/2019 14:00,11/02/2019 14:00,0.199,0.158,0.067,8.21,,,,,,,,,,,,,
11/02/2019 15:00,11/02/2019 15:00,0.062,0.02,0.06,7.392,,,,,,,,,,,,,
11/02/2019 16:00,11/02/2019 16:00,0.008,0,0.018,5.526,,,,,,,,,,,,,
11/02/2019 17:00,11/02/2019 17:00,0,0,0,4.199,,,,,,,,,,,,,
11/02/2019 18:00,11/02/2019 18:00,0,0,0,3.075,,,,,,,,,,,,,
11/02/2019 19:00,11/02/2019 19:00,0,0,0,1.967,,,,,,,,,,,,,
11/02/2019 20:00,11/02/2019 20:00,0,0,0,1.041,,,,,,,,,,,,,
11/02/2019 21:00,11/02/2019 21:00,0,0,0,0.494,,,,,,,,,,,,,
